Plant Name,UniqueID_Final,ORIS Plant Code,Boiler/Generator/Committed Unit,Unit ID,CAMD Database UnitID,PlantType,Combustion Turbine/IC Engine,Region Name,State Name,State Code,County,County Code,FIPS5,Capacity (MW),Heat Rate (Btu/kWh),On Line Year,Retirement Year,Firing,Bottom,Cogen?,Modeled Fuels,Wet/DryScrubber,Scrubber_Online_Year,Scrubber Efficiency,NOx Comb Control,NOx Post-Comb Control,SCR_Online_Year,SNCR_Online_Year,PM Control,FlueGasConditioning_Flag,Mercury_Controls,ACI_Online_Year,Mercury_Controls Efficiency,SO2 Permit Rate (lbs/mmBtu),Mode 1 NOx Rate (lbs/mmBtu),Mode 2 NOx Rate (lbs/mmBtu),Mode 3 NOx Rate  (lbs/mmBtu),Mode 4 NOx Rate  (lbs/mmBtu),Hg EMF for BIT,Hg EMF for SUB,Hg EMF for LIG,HCL Removal,DSI Unit,DSI Online Year,CCS,CCS Removal,C2G,C2G Online Year,BART Affected Unit,Owner Name,Owner Percent,Holding Company,Holding Company Percent,Regulatory Status,Linked Generator ID_1,Linked Generator ID_2,Linked Generator ID_3,Linked Generator ID_4,Linked Generator ID_5,Linked Generator ID_6
Virginia Beach,56693_G_31,56693,G,31,,Landfill Gas,,PJM_Dom,Virginia,51,Virginia Beach City,810,51810,0.3,13500,2001,2024,,,N,Landfill Gas,,,,,,,,,,,,,,0.6,0.6,0.6,0.6,,,,,,,,,,,,Industrial Power Generating Company LLC,100.0,Industrial Power Generating Company LLC,100.0,Non-regulated,,,,,,
Virginia Beach,56693_G_32,56693,G,32,,Landfill Gas,,PJM_Dom,Virginia,51,Virginia Beach City,810,51810,0.3,13500,2001,2024,,,N,Landfill Gas,,,,,,,,,,,,,,0.6,0.6,0.6,0.6,,,,,,,,,,,,Industrial Power Generating Company LLC,100.0,Industrial Power Generating Company LLC,100.0,Non-regulated,,,,,,
Virginia Beach,56693_G_33,56693,G,33,,Landfill Gas,,PJM_Dom,Virginia,51,Virginia Beach City,810,51810,0.3,13500,2001,2024,,,N,Landfill Gas,,,,,,,,,,,,,,0.6,0.6,0.6,0.6,,,,,,,,,,,,Industrial Power Generating Company LLC,100.0,Industrial Power Generating Company LLC,100.0,Non-regulated,,,,,,
Virginia Beach,56693_G_34,56693,G,34,,Landfill Gas,,PJM_Dom,Virginia,51,Virginia Beach City,810,51810,0.3,13500,2001,2024,,,N,Landfill Gas,,,,,,,,,,,,,,0.6,0.6,0.6,0.6,,,,,,,,,,,,Industrial Power Generating Company LLC,100.0,Industrial Power Generating Company LLC,100.0,Non-regulated,,,,,,
Virginia Beach,56693_G_35,56693,G,35,,Landfill Gas,,PJM_Dom,Virginia,51,Virginia Beach City,810,51810,0.3,13500,2001,2024,,,N,Landfill Gas,,,,,,,,,,,,,,0.6,0.6,0.6,0.6,,,,,,,,,,,,Industrial Power Generating Company LLC,100.0,Industrial Power Generating Company LLC,100.0,Non-regulated,,,,,,
Virginia Beach,56693_G_36,56693,G,36,,Landfill Gas,,PJM_Dom,Virginia,51,Virginia Beach City,810,51810,0.3,13500,2001,2024,,,N,Landfill Gas,,,,,,,,,,,,,,0.6,0.6,0.6,0.6,,,,,,,,,,,,Industrial Power Generating Company LLC,100.0,Industrial Power Generating Company LLC,100.0,Non-regulated,,,,,,
Virginia Beach,56693_G_4,56693,G,4,,Landfill Gas,,PJM_Dom,Virginia,51,Virginia Beach City,810,51810,0.3,13500,2001,2024,,,N,Landfill Gas,,,,,,,,,,,,,,0.6,0.6,0.6,0.6,,,,,,,,,,,,Industrial Power Generating Company LLC,100.0,Industrial Power Generating Company LLC,100.0,Non-regulated,,,,,,
Virginia Beach,56693_G_5,56693,G,5,,Landfill Gas,,PJM_Dom,Virginia,51,Virginia Beach City,810,51810,0.3,13500,2001,2024,,,N,Landfill Gas,,,,,,,,,,,,,,0.6,0.6,0.6,0.6,,,,,,,,,,,,Industrial Power Generating Company LLC,100.0,Industrial Power Generating Company LLC,100.0,Non-regulated,,,,,,
Virginia Beach,56693_G_6,56693,G,6,,Landfill Gas,,PJM_Dom,Virginia,51,Virginia Beach City,810,51810,0.3,13500,2001,2024,,,N,Landfill Gas,,,,,,,,,,,,,,0.6,0.6,0.6,0.6,,,,,,,,,,,,Industrial Power Generating Company LLC,100.0,Industrial Power Generating Company LLC,100.0,Non-regulated,,,,,,
Virginia Beach,56693_G_7,56693,G,7,,Landfill Gas,,PJM_Dom,Virginia,51,Virginia Beach City,810,51810,0.3,13500,2001,2024,,,N,Landfill Gas,,,,,,,,,,,,,,0.6,0.6,0.6,0.6,,,,,,,,,,,,Industrial Power Generating Company LLC,100.0,Industrial Power Generating Company LLC,100.0,Non-regulated,,,,,,
Virginia Beach,56693_G_8,56693,G,8,,Landfill Gas,,PJM_Dom,Virginia,51,Virginia Beach City,810,51810,0.3,13500,2001,2024,,,N,Landfill Gas,,,,,,,,,,,,,,0.6,0.6,0.6,0.6,,,,,,,,,,,,Industrial Power Generating Company LLC,100.0,Industrial Power Generating Company LLC,100.0,Non-regulated,,,,,,
Virginia Beach,56693_G_9,56693,G,9,,Landfill Gas,,PJM_Dom,Virginia,51,Virginia Beach City,810,51810,0.3,13500,2001,2024,,,N,Landfill Gas,,,,,,,,,,,,,,0.6,0.6,0.6,0.6,,,,,,,,,,,,Industrial Power Generating Company LLC,100.0,Industrial Power Generating Company LLC,100.0,Non-regulated,,,,,,
Loraine County Project,56869_G_1,56869,G,1,,Landfill Gas,,PJM_ATSI,Ohio,39,Lorain,93,39093,1.4,13500,2001,2023,,,N,Landfill Gas,,,,,,,,,,,,,,0.22117,0.22117,0.22117,0.22117,,,,,,,,,,,,"Energy Developments, Inc d/b/a EDL",100.0,"Energy Developments, Inc d/b/a EDL",100.0,Non-regulated,,,,,,
Loraine County Project,56869_G_10,56869,G,10,,Landfill Gas,,PJM_ATSI,Ohio,39,Lorain,93,39093,1.6,13500,2012,2023,,,N,Landfill Gas,,,,,,,,,,,,,,0.22117,0.22117,0.22117,0.22117,,,,,,,,,,,,"Energy Developments, Inc d/b/a EDL",100.0,"Energy Developments, Inc d/b/a EDL",100.0,Non-regulated,,,,,,
Loraine County Project,56869_G_11,56869,G,11,,Landfill Gas,,PJM_ATSI,Ohio,39,Lorain,93,39093,1.6,13500,2012,2023,,,N,Landfill Gas,,,,,,,,,,,,,,0.22117,0.22117,0.22117,0.22117,,,,,,,,,,,,"Energy Developments, Inc d/b/a EDL",100.0,"Energy Developments, Inc d/b/a EDL",100.0,Non-regulated,,,,,,
Loraine County Project,56869_G_12,56869,G,12,,Landfill Gas,,PJM_ATSI,Ohio,39,Lorain,93,39093,1.6,13500,2012,2023,,,N,Landfill Gas,,,,,,,,,,,,,,0.22117,0.22117,0.22117,0.22117,,,,,,,,,,,,"Energy Developments, Inc d/b/a EDL",100.0,"Energy Developments, Inc d/b/a EDL",100.0,Non-regulated,,,,,,
Loraine County Project,56869_G_13,56869,G,13,,Landfill Gas,,PJM_ATSI,Ohio,39,Lorain,93,39093,1.6,13500,2012,2023,,,N,Landfill Gas,,,,,,,,,,,,,,0.22117,0.22117,0.22117,0.22117,,,,,,,,,,,,"Energy Developments, Inc d/b/a EDL",100.0,"Energy Developments, Inc d/b/a EDL",100.0,Non-regulated,,,,,,
Loraine County Project,56869_G_14,56869,G,14,,Landfill Gas,,PJM_ATSI,Ohio,39,Lorain,93,39093,1.6,13500,2012,2023,,,N,Landfill Gas,,,,,,,,,,,,,,0.22117,0.22117,0.22117,0.22117,,,,,,,,,,,,"Energy Developments, Inc d/b/a EDL",100.0,"Energy Developments, Inc d/b/a EDL",100.0,Non-regulated,,,,,,
Loraine County Project,56869_G_15,56869,G,15,,Landfill Gas,,PJM_ATSI,Ohio,39,Lorain,93,39093,1.6,13500,2012,2023,,,N,Landfill Gas,,,,,,,,,,,,,,0.22117,0.22117,0.22117,0.22117,,,,,,,,,,,,"Energy Developments, Inc d/b/a EDL",100.0,"Energy Developments, Inc d/b/a EDL",100.0,Non-regulated,,,,,,
Loraine County Project,56869_G_16,56869,G,16,,Landfill Gas,,PJM_ATSI,Ohio,39,Lorain,93,39093,1.6,13500,2012,2023,,,N,Landfill Gas,,,,,,,,,,,,,,0.22117,0.22117,0.22117,0.22117,,,,,,,,,,,,"Energy Developments, Inc d/b/a EDL",100.0,"Energy Developments, Inc d/b/a EDL",100.0,Non-regulated,,,,,,
Loraine County Project,56869_G_17,56869,G,17,,Landfill Gas,,PJM_ATSI,Ohio,39,Lorain,93,39093,1.6,13500,2012,2023,,,N,Landfill Gas,,,,,,,,,,,,,,0.22117,0.22117,0.22117,0.22117,,,,,,,,,,,,"Energy Developments, Inc d/b/a EDL",100.0,"Energy Developments, Inc d/b/a EDL",100.0,Non-regulated,,,,,,
Loraine County Project,56869_G_18,56869,G,18,,Landfill Gas,,PJM_ATSI,Ohio,39,Lorain,93,39093,1.6,13500,2012,2023,,,N,Landfill Gas,,,,,,,,,,,,,,0.22117,0.22117,0.22117,0.22117,,,,,,,,,,,,"Energy Developments, Inc d/b/a EDL",100.0,"Energy Developments, Inc d/b/a EDL",100.0,Non-regulated,,,,,,
Loraine County Project,56869_G_2,56869,G,2,,Landfill Gas,,PJM_ATSI,Ohio,39,Lorain,93,39093,1.4,13500,2001,2023,,,N,Landfill Gas,,,,,,,,,,,,,,0.22117,0.22117,0.22117,0.22117,,,,,,,,,,,,"Energy Developments, Inc d/b/a EDL",100.0,"Energy Developments, Inc d/b/a EDL",100.0,Non-regulated,,,,,,
Loraine County Project,56869_G_3,56869,G,3,,Landfill Gas,,PJM_ATSI,Ohio,39,Lorain,93,39093,1.4,13500,2001,2023,,,N,Landfill Gas,,,,,,,,,,,,,,0.22117,0.22117,0.22117,0.22117,,,,,,,,,,,,"Energy Developments, Inc d/b/a EDL",100.0,"Energy Developments, Inc d/b/a EDL",100.0,Non-regulated,,,,,,
Loraine County Project,56869_G_4,56869,G,4,,Landfill Gas,,PJM_ATSI,Ohio,39,Lorain,93,39093,1.4,13500,2001,2023,,,N,Landfill Gas,,,,,,,,,,,,,,0.22117,0.22117,0.22117,0.22117,,,,,,,,,,,,"Energy Developments, Inc d/b/a EDL",100.0,"Energy Developments, Inc d/b/a EDL",100.0,Non-regulated,,,,,,
Loraine County Project,56869_G_5,56869,G,5,,Landfill Gas,,PJM_ATSI,Ohio,39,Lorain,93,39093,1.4,13500,2001,2023,,,N,Landfill Gas,,,,,,,,,,,,,,0.22117,0.22117,0.22117,0.22117,,,,,,,,,,,,"Energy Developments, Inc d/b/a EDL",100.0,"Energy Developments, Inc d/b/a EDL",100.0,Non-regulated,,,,,,
Loraine County Project,56869_G_6,56869,G,6,,Landfill Gas,,PJM_ATSI,Ohio,39,Lorain,93,39093,1.4,13500,2001,2023,,,N,Landfill Gas,,,,,,,,,,,,,,0.22117,0.22117,0.22117,0.22117,,,,,,,,,,,,"Energy Developments, Inc d/b/a EDL",100.0,"Energy Developments, Inc d/b/a EDL",100.0,Non-regulated,,,,,,
Loraine County Project,56869_G_7,56869,G,7,,Landfill Gas,,PJM_ATSI,Ohio,39,Lorain,93,39093,1.4,13500,2003,2023,,,N,Landfill Gas,,,,,,,,,,,,,,0.22117,0.22117,0.22117,0.22117,,,,,,,,,,,,"Energy Developments, Inc d/b/a EDL",100.0,"Energy Developments, Inc d/b/a EDL",100.0,Non-regulated,,,,,,
Loraine County Project,56869_G_8,56869,G,8,,Landfill Gas,,PJM_ATSI,Ohio,39,Lorain,93,39093,1.4,13500,2003,2023,,,N,Landfill Gas,,,,,,,,,,,,,,0.22117,0.22117,0.22117,0.22117,,,,,,,,,,,,"Energy Developments, Inc d/b/a EDL",100.0,"Energy Developments, Inc d/b/a EDL",100.0,Non-regulated,,,,,,
Loraine County Project,56869_G_9,56869,G,9,,Landfill Gas,,PJM_ATSI,Ohio,39,Lorain,93,39093,1.6,13500,2012,2023,,,N,Landfill Gas,,,,,,,,,,,,,,0.22117,0.22117,0.22117,0.22117,,,,,,,,,,,,"Energy Developments, Inc d/b/a EDL",100.0,"Energy Developments, Inc d/b/a EDL",100.0,Non-regulated,,,,,,
Broad Mountain,56911_G_GEN1,56911,G,GEN1,,Landfill Gas,,PJM_WMAC,Pennsylvania,42,Schuylkill,107,42107,4.1,16381,2009,2023,,,N,Landfill Gas,,,,,,,,,,,,,,0.22117,0.22117,0.22117,0.22117,,,,,,,,,,,,"Hunlock Creek Generating, LLC",100.0,"Hunlock Creek Generating, LLC",100.0,Non-regulated,,,,,,
Broad Mountain,56911_G_GEN2,56911,G,GEN2,,Landfill Gas,,PJM_WMAC,Pennsylvania,42,Schuylkill,107,42107,4.1,16386,2009,2023,,,N,Landfill Gas,,,,,,,,,,,,,,0.22117,0.22117,0.22117,0.22117,,,,,,,,,,,,"Hunlock Creek Generating, LLC",100.0,"Hunlock Creek Generating, LLC",100.0,Non-regulated,,,,,,
PSEG Hackettstown,57204_G_1,57204,G,1,,Solar PV,,PJM_EMAC,New Jersey,34,Warren,41,34041,2.2,0,2009,2024,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,PSEG Solar Hackettstown LLC,100.0,PSEG Solar Hackettstown LLC,100.0,Non-regulated,,,,,,
Prairie View IL,57406_G_GEN1,57406,G,GEN1,,Landfill Gas,,PJM_COMD,Illinois,17,Will,197,17197,1.6,13500,2011,2022,,,N,Landfill Gas,,,,,,,,,,,,,,0.22117,0.22117,0.22117,0.22117,,,,,,,,,,,,WM Renewable Energy LLC,100.0,WM Renewable Energy LLC,100.0,Non-regulated,,,,,,
Prairie View IL,57406_G_GEN2,57406,G,GEN2,,Landfill Gas,,PJM_COMD,Illinois,17,Will,197,17197,1.6,13500,2011,2022,,,N,Landfill Gas,,,,,,,,,,,,,,0.22117,0.22117,0.22117,0.22117,,,,,,,,,,,,WM Renewable Energy LLC,100.0,WM Renewable Energy LLC,100.0,Non-regulated,,,,,,
Prairie View IL,57406_G_GEN3,57406,G,GEN3,,Landfill Gas,,PJM_COMD,Illinois,17,Will,197,17197,1.6,13500,2011,2022,,,N,Landfill Gas,,,,,,,,,,,,,,0.22117,0.22117,0.22117,0.22117,,,,,,,,,,,,WM Renewable Energy LLC,100.0,WM Renewable Energy LLC,100.0,Non-regulated,,,,,,
Trexlertown Solar Array North and South,57519_G_GEN1,57519,G,GEN1,,Solar PV,,PJM_WMAC,Pennsylvania,42,Lehigh,77,42077,1.9,0,2011,2023,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Trexlertown Solar Array North and South,100.0,Trexlertown Solar Array North and South,100.0,Non-regulated,,,,,,
Union City Wind Turbine,57637_G_1,57637,G,1,,Onshore Wind,,PJM_West,Indiana,18,Randolph,135,18135,1.0,0,2010,2023,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Performance Services,100.0,Performance Services,100.0,Non-regulated,,,,,,
L'Oreal Piscataway,57868_G_UNIT2,57868,G,UNIT2,,Solar PV,,PJM_EMAC,New Jersey,34,Middlesex,23,34023,0.3,0,2014,2026,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,GSRP Project Holdings I LLC,100.0,GSRP Project Holdings I LLC,100.0,Non-regulated,,,,,,
L'Oreal Piscataway,57868_G_UNIT3,57868,G,UNIT3,,Solar PV,,PJM_EMAC,New Jersey,34,Middlesex,23,34023,0.3,0,2016,2026,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,GSRP Project Holdings I LLC,100.0,GSRP Project Holdings I LLC,100.0,Non-regulated,,,,,,
East Campus Utility Plant,57929_G_STG,57929,G,STG,,O/G Steam,,PJM_West,Ohio,39,Hamilton,61,39061,1.2,11798,2010,2024,,,N,"Natural Gas, Distillate Fuel Oil",,,,,,,,,,,,,,0.23063,0.23063,0.23063,0.23063,,,,,,,,,,,,University of Cincinnati,100.0,University of Cincinnati,100.0,Non-regulated,,,,,,
IKEA Westhampton 061,58016_G_PV,58016,G,PV,,Solar PV,,PJM_EMAC,New Jersey,34,Burlington,5,34005,1.8,0,2013,2023,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,IKEA Property Inc,100.0,IKEA Property Inc,100.0,Non-regulated,,,,,,
Battery Utility of Ohio,58475_G_BOU,58475,G,BOU,,Energy Storage,,PJM_West,Ohio,39,Delaware,41,39041,4.0,0,2014,2023,,,N,Energy Storage,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Battery Utility of Ohio LLC,100.0,RES Group,100.0,Non-regulated,,,,,,
Icebreaker Offshore Wind Farm,58941_G_WTG1,58941,G,WTG1,,Offshore Wind,,PJM_ATSI,Ohio,39,Cuyahoga,35,39035,3.4,0,2025,2025,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Lake Erie Energy Development Corp,100.0,Lake Erie Energy Development Corp,100.0,Non-regulated,,,,,,
Icebreaker Offshore Wind Farm,58941_G_WTG2,58941,G,WTG2,,Offshore Wind,,PJM_ATSI,Ohio,39,Cuyahoga,35,39035,3.4,0,2025,2025,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Lake Erie Energy Development Corp,100.0,Lake Erie Energy Development Corp,100.0,Non-regulated,,,,,,
Icebreaker Offshore Wind Farm,58941_G_WTG3,58941,G,WTG3,,Offshore Wind,,PJM_ATSI,Ohio,39,Cuyahoga,35,39035,3.4,0,2025,2025,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Lake Erie Energy Development Corp,100.0,Lake Erie Energy Development Corp,100.0,Non-regulated,,,,,,
Icebreaker Offshore Wind Farm,58941_G_WTG4,58941,G,WTG4,,Offshore Wind,,PJM_ATSI,Ohio,39,Cuyahoga,35,39035,3.4,0,2025,2025,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Lake Erie Energy Development Corp,100.0,Lake Erie Energy Development Corp,100.0,Non-regulated,,,,,,
Icebreaker Offshore Wind Farm,58941_G_WTG5,58941,G,WTG5,,Offshore Wind,,PJM_ATSI,Ohio,39,Cuyahoga,35,39035,3.4,0,2025,2025,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Lake Erie Energy Development Corp,100.0,Lake Erie Energy Development Corp,100.0,Non-regulated,,,,,,
Icebreaker Offshore Wind Farm,58941_G_WTG6,58941,G,WTG6,,Offshore Wind,,PJM_ATSI,Ohio,39,Cuyahoga,35,39035,3.4,0,2025,2025,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Lake Erie Energy Development Corp,100.0,Lake Erie Energy Development Corp,100.0,Non-regulated,,,,,,
Rariton OMP,59055_G_CHP1,59055,G,CHP1,,Combustion Turbine,IC Engine,PJM_EMAC,New Jersey,34,Somerset,35,34035,3.0,10745,2009,2024,,,N,Natural Gas,,,,,,,,,,,,,,0.23772,0.23772,0.23772,0.23772,,,,,,,,,,,,Janssen Pharmaceutical Co,100.0,Janssen Pharmaceutical Co,100.0,Non-regulated,,,,,,
Indian River Generating Station,594_G_10,594,G,10,386.0,Combustion Turbine,,PJM_EMAC,Delaware,10,Sussex,5,10005,16.1,14972,1967,2026,,,N,Distillate Fuel Oil,,,,H2O,,,,,,,,,0.3,0.24678,0.24678,0.24678,0.24678,,,,,,,,,,,,Indian River Power LLC,100.0,NRG Energy Inc,100.0,Non-regulated,,,,,,
Orchard Hills Renewable Energy Station,59792_G_1,59792,G,1,,Landfill Gas,,PJM_COMD,Illinois,17,Ogle,141,17141,2.2,13500,2016,2022,,,N,Landfill Gas,,,,,,,,,,,,,,0.22117,0.22117,0.22117,0.22117,,,,,,,,,,,,"Hoosier Energy R E C, Inc",100.0,"Hoosier Energy R E C, Inc",100.0,Regulated,,,,,,
Orchard Hills Renewable Energy Station,59792_G_2,59792,G,2,,Landfill Gas,,PJM_COMD,Illinois,17,Ogle,141,17141,2.2,13500,2016,2022,,,N,Landfill Gas,,,,,,,,,,,,,,0.22117,0.22117,0.22117,0.22117,,,,,,,,,,,,"Hoosier Energy R E C, Inc",100.0,"Hoosier Energy R E C, Inc",100.0,Regulated,,,,,,
Orchard Hills Renewable Energy Station,59792_G_3,59792,G,3,,Landfill Gas,,PJM_COMD,Illinois,17,Ogle,141,17141,2.2,13500,2016,2022,,,N,Landfill Gas,,,,,,,,,,,,,,0.22117,0.22117,0.22117,0.22117,,,,,,,,,,,,"Hoosier Energy R E C, Inc",100.0,"Hoosier Energy R E C, Inc",100.0,Regulated,,,,,,
Orchard Hills Renewable Energy Station,59792_G_4,59792,G,4,,Landfill Gas,,PJM_COMD,Illinois,17,Ogle,141,17141,2.2,13500,2016,2022,,,N,Landfill Gas,,,,,,,,,,,,,,0.22117,0.22117,0.22117,0.22117,,,,,,,,,,,,"Hoosier Energy R E C, Inc",100.0,"Hoosier Energy R E C, Inc",100.0,Regulated,,,,,,
Orchard Hills Renewable Energy Station,59792_G_5,59792,G,5,,Landfill Gas,,PJM_COMD,Illinois,17,Ogle,141,17141,2.2,13500,2016,2022,,,N,Landfill Gas,,,,,,,,,,,,,,0.22117,0.22117,0.22117,0.22117,,,,,,,,,,,,"Hoosier Energy R E C, Inc",100.0,"Hoosier Energy R E C, Inc",100.0,Regulated,,,,,,
Orchard Hills Renewable Energy Station,59792_G_6,59792,G,6,,Landfill Gas,,PJM_COMD,Illinois,17,Ogle,141,17141,2.2,13500,2016,2022,,,N,Landfill Gas,,,,,,,,,,,,,,0.22117,0.22117,0.22117,0.22117,,,,,,,,,,,,"Hoosier Energy R E C, Inc",100.0,"Hoosier Energy R E C, Inc",100.0,Regulated,,,,,,
"SunEnergy1-Scotland Neck, LLC",59898_G_SE1SN,59898,G,SE1SN,,Solar PV,,PJM_Dom,North Carolina,37,Halifax,83,37083,3.0,0,2014,2026,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,"SunEnergy1-Scotland Neck, LLC",100.0,"SunEnergy1-Scotland Neck, LLC",100.0,Non-regulated,,,,,,
AES Warrior Run Energy Storage Project,59949_G_BESS1,59949,G,BESS1,,Energy Storage,,PJM_AP,Maryland,24,Allegany,1,24001,5.0,0,2015,2024,,,N,Energy Storage,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,AES Tait LLC,100.0,AES Tait LLC,100.0,Non-regulated,,,,,,
Willey Battery Utility,60660_G_WBU,60660,G,WBU,,Energy Storage,,PJM_West,Ohio,39,Hamilton,61,39061,6.0,0,2016,2025,,,N,Energy Storage,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,"Willey Battery Utility, LLC",100.0,"Willey Battery Utility, LLC",100.0,Non-regulated,,,,,,
"Gemini Technologies Services, Inc. Solar",60804_G_DBGAT,60804,G,DBGAT,,Solar PV,,PJM_EMAC,New Jersey,34,Morris,27,34027,1.2,0,2013,2022,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,"Gemini Technologies Services, Inc.",100.0,"Gemini Technologies Services, Inc.",100.0,Non-regulated,,,,,,
Poplar Camp Wind Farm,61111_G_PC1,61111,G,PC1,,Onshore Wind,,PJM_West,Virginia,51,Carroll,35,51035,72.0,0,2025,2025,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Popular Camp Wind Farm LLC,100.0,Popular Camp Wind Farm LLC,100.0,Non-regulated,,,,,,
RB Manufacturing LLC Belle Mead NJ,61162_G_RBBM,61162,G,RBBM,,Solar PV,,PJM_EMAC,New Jersey,34,Somerset,35,34035,1.4,0,2016,2020,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,RB Manufacturing LLC,100.0,RB Manufacturing LLC,100.0,Non-regulated,,,,,,
"Bergenmand Solar Partners, LLC Mahwah",63200_G_SA1,63200,G,SA1,,Solar PV,,PJM_EMAC,New Jersey,34,Bergen,3,34003,0.5,0,2012,2026,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,"Bergenmand Solar Partners, LLC",100.0,"Bergenmand Solar Partners, LLC",100.0,Non-regulated,,,,,,
Crossroads Solar (PA),63785_G_CROSS,63785,G,CROSS,,Solar PV,,PJM_AP,Pennsylvania,42,Franklin,55,42055,50.0,0,2024,2024,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,"Crossroads Solar, LLC",100.0,"Crossroads Solar, LLC",100.0,Non-regulated,,,,,,
Perquimans Solar LLC,63955_G_PERQU,63955,G,PERQU,,Solar PV,,PJM_Dom,North Carolina,37,Perquimans,143,37143,5.0,0,2023,2023,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Perquimans Solar LLC,100.0,Perquimans Solar LLC,100.0,Non-regulated,,,,,,
"Great Bear Solar, LLC",64073_G_GBS,64073,G,GBS,,Solar PV,,PJM_West,Ohio,39,Van Wert,161,39161,46.0,0,2025,2025,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Avangrid Power LLC,100.0,Avangrid Power LLC,100.0,Non-regulated,,,,,,
Ocean Wind,64082_G_OCW01,64082,G,OCW01,,Offshore Wind,,PJM_EMAC,New Jersey,34,Ocean,29,34029,1100.0,0,2024,2024,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Orsted North America Inc.,100.0,Orsted North America Inc.,100.0,Non-regulated,,,,,,
Skipjack Wind Farm,64083_G_SJW01,64083,G,SJW01,,Offshore Wind,,PJM_EMAC,Maryland,24,Worcester,47,24047,120.0,0,2026,2026,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,"Skipjack Offshore Energy, LLC",100.0,"Skipjack Offshore Energy, LLC",100.0,Non-regulated,,,,,,
"Lily Pond Solar, LLC",64134_G_ENX09,64134,G,ENX09,,Solar PV,,PJM_Dom,Virginia,51,Dinwiddie,53,51053,80.0,0,2024,2024,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,"Lily Pond Solar, LLC",100.0,"Lily Pond Solar, LLC",100.0,Non-regulated,,,,,,
IL - SMHEC - Moraine Valley,64181_G_18017,64181,G,18017,,Solar PV,,PJM_COMD,Illinois,17,Cook,31,17031,1.3,0,2023,2023,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,"Forefront Power, LLC",100.0,"Forefront Power, LLC",100.0,Non-regulated,,,,,,
Cedar Creek Solar,64543_G_1,64543,G,1,,Solar PV,,PJM_EMAC,Delaware,10,New Castle,3,10003,114.0,0,2024,2024,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,FPS Cedar Creek Solar LLC,100.0,FPS Cedar Creek Solar LLC,100.0,Non-regulated,,,,,,
Pigeon Run Solar Project,64767_G_TC001,64767,G,TC001,,Solar PV,,PJM_West,Virginia,51,Campbell,31,51031,60.0,0,2024,2024,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,"Pigeon Run Solar, LLC",100.0,"Pigeon Run Solar, LLC",100.0,Non-regulated,,,,,,
