Time,Month,Day,Hour,APS,ATSI,COMED,DOM,AE,PS,PECO,JCPL,DPL,RECO,PENLC,BGE,PEPCO,METED,PL,AEP,DAY,DLCO,DEOK,EKPC,OVEC
2719,4,114,8,4912.87597,7342.151583,9484.178329,11444.61605,1122.5106,4170.833776,3441.481546,2523.416583,1662.085025,163.9894619,1856.854608,3154.871775,2874.889448,1594.715029,3898.107309,12570.75174,1842.877482,1568.263511,2995.766941,1215.868173,50.00031829
2720,4,114,9,4930.437117,7368.746045,9567.303128,11563.64571,1129.12936,4195.42664,3461.773865,2538.295632,1671.885327,164.9564078,1846.709116,3171.30306,2889.862522,1576.671526,3854.00193,12491.64132,1831.279861,1558.394094,2976.913941,1208.216455,49.68565561
2721,4,114,10,4907.113923,7341.865225,9542.92259,11625.07083,1131.942415,4205.878909,3470.398349,2544.61941,1676.050575,165.3673716,1812.291653,3154.289626,2874.358962,1542.248443,3769.858451,12354.40554,1811.161039,1541.273252,2944.208944,1194.942738,49.13979865
2722,4,114,11,4877.647643,7262.167107,9445.842653,11731.50687,1139.324694,4233.308727,3493.031525,2561.214859,1686.981409,166.4458613,1787.011232,3213.786064,2928.575329,1540.931416,3766.63912,12201.56984,1788.755261,1522.206241,2907.78629,1180.160164,48.53189278
2723,4,114,12,4829.285969,7264.272069,9328.04046,11853.91801,1169.009367,4343.60598,3584.041136,2627.94634,1730.93507,170.7825451,1789.345044,3320.953919,3026.232463,1545.106695,3776.845136,11908.8182,1745.837748,1485.684025,2838.019923,1151.844642,47.36746958
2724,4,114,13,4873.26228,7261.033363,9288.952065,11906.60008,1197.760273,4450.4337,3672.18793,2692.578703,1773.506115,174.9828132,1792.21332,3364.256095,3065.691742,1553.50265,3797.368135,12161.33066,1782.85618,1517.186204,2898.196791,1176.26815,48.37184095
2725,4,114,14,4906.091839,7240.992535,9196.601665,12028.05079,1243.682635,4621.064195,3812.980331,2795.812695,1841.502685,181.6916884,1808.078685,3445.607679,3139.823697,1585.524974,3875.643221,12232.62136,1793.307427,1526.080072,2915.186255,1183.163529,48.65540059
2726,4,114,15,4939.430087,7228.274496,9254.989385,12083.8237,1279.120371,4752.737703,3921.628139,2875.477129,1893.974823,186.8688469,1807.903568,3467.365985,3159.651039,1584.611961,3873.41146,12219.15974,1791.333948,1524.400669,2911.978183,1181.861495,48.60185684
2727,4,114,16,5033.973632,7232.743915,9231.373927,12196.39177,1324.082829,4919.801546,4059.477587,2976.553244,1960.550075,193.4374879,1834.413172,3514.252795,3202.376831,1593.004486,3893.926074,12229.33308,1792.825364,1525.669843,2914.402616,1182.84548,48.64232141
2728,4,114,17,5233.325428,7417.922795,9333.394091,12326.08135,1353.864051,5030.457543,4150.783209,3043.50177,2004.646696,197.7882768,1884.025627,3614.412757,3293.647995,1609.466336,3934.165274,12598.9128,1847.005906,1571.776743,3002.478074,1218.591967,50.11232926
2729,4,114,18,5186.314112,7444.406626,9576.253279,12154.1821,1328.497197,4936.203705,4073.011506,2986.476794,1967.086366,194.0823904,1858.198419,3571.670721,3254.699145,1569.559932,3836.618412,12802.72824,1876.885335,1597.203728,3051.049835,1238.305403,50.92300765
2730,4,114,19,5020.101803,7288.162809,10063.74152,11826.70736,1272.247316,4727.199976,3900.556185,2860.026424,1883.797991,185.8647508,1786.930284,3435.891926,3130.970178,1499.716336,3665.893343,12359.86552,1811.961474,1541.954411,2945.510125,1195.470838,49.16151578
2731,4,114,20,4844.081677,6984.132804,9948.474688,11462.487,1204.324198,4474.822815,3692.31213,2707.334481,1783.225223,175.9417481,1710.328609,3267.588881,2977.603359,1411.097404,3449.274012,11897.50998,1744.179958,1484.273268,2835.325032,1150.750888,47.32249098
2732,4,114,21,4711.396039,6768.971831,9615.106648,11067.68729,1139.978503,4235.738038,3495.036023,2562.684628,1687.949494,166.5413773,1661.748466,3086.949101,2812.994642,1337.142661,3268.499691,11446.79738,1678.105302,1428.044641,2727.914599,1107.157067,45.52977614
2733,4,114,22,4645.012258,6610.624974,9220.485392,10802.7029,1084.05403,4027.943403,3323.578363,2436.965778,1605.142945,158.371277,1615.715385,2947.716193,2686.118101,1313.298762,3210.215876,11279.44144,1653.57085,1407.166158,2688.031589,1090.970066,44.86411582
2734,4,114,23,4571.983436,6472.829802,8839.446517,10605.15619,1042.563463,3873.779816,3196.373307,2343.69451,1543.708468,152.3098502,1605.985618,2832.479755,2581.108438,1283.261029,3136.791906,11123.79058,1630.75237,1387.747944,2650.938049,1075.915205,44.24501266
2735,4,114,24,4608.024956,6418.241863,8618.812209,10489.86329,1012.484464,3762.017393,3104.15474,2276.076579,1499.170935,147.9155586,1596.997134,2769.58707,2523.797229,1282.927131,3135.975729,11176.19262,1638.43453,1394.285357,2663.426109,1080.983635,44.4534424
2736,4,115,1,4630.886986,6336.483251,8413.165609,10450.35569,995.3158996,3698.225365,3051.518001,2237.481452,1473.749693,145.4073742,1604.499378,2731.39539,2488.994909,1294.21166,3163.559533,11148.2758,1634.341912,1390.802595,2656.773181,1078.283464,44.34240289
2737,4,115,2,4713.367942,6457.78651,8326.458856,10518.36463,996.754358,3703.570144,3055.928141,2240.715123,1475.879597,145.617521,1637.135507,2774.204626,2528.004995,1325.771143,3240.703253,11479.49903,1682.899378,1432.124334,2735.70781,1110.320036,45.65984735
2738,4,115,3,4828.539087,6530.131092,8292.798694,10672.53795,1005.328226,3735.427464,3082.214582,2259.989276,1488.574799,146.8700918,1692.751645,2796.766971,2548.565021,1387.917945,3392.614346,11823.22587,1733.289876,1475.005958,2817.622202,1143.565981,47.02702503
2739,4,115,4,4988.314322,6629.031689,8376.613875,10873.22456,1029.298719,3824.492939,3155.705209,2313.875215,1524.067556,150.3719814,1766.497909,2890.482759,2633.963906,1465.314657,3581.802186,12192.6936,1787.454,1521.098886,2905.67097,1179.301636,48.49658741
2740,4,115,5,5130.923497,6854.080178,8323.340412,11074.45229,1068.26404,3969.273647,3275.168166,2401.469701,1581.762938,156.0644908,1846.123475,2989.003811,2723.741607,1552.522061,3794.971191,12498.82615,1832.333161,1559.290438,2978.626176,1208.911387,49.71423338
2741,4,115,6,5236.335312,6994.566807,8479.14872,11204.3364,1086.436002,4036.793928,3330.881199,2442.320477,1608.669896,158.7192632,1905.542907,3100.410113,2825.261042,1601.15517,3913.849533,12527.53538,1836.541945,1562.872055,2985.467943,1211.6882,49.82842467
2742,4,115,7,5264.209965,7049.916348,8618.801939,11249.80647,1080.626293,4015.207199,3313.069334,2429.260184,1600.067544,157.870513,1914.939512,3185.367029,2902.67837,1619.647526,3959.052085,12309.16612,1804.52892,1535.629409,2933.427825,1190.56709,48.95985828
2743,4,115,8,5234.888027,6899.589943,8783.24502,11257.8695,1079.494836,4011.003126,3309.600426,2426.716658,1598.392213,157.7052167,1918.471605,3227.752047,2941.301886,1636.863242,4001.134028,12143.31419,1780.214958,1514.93856,2893.903242,1174.525561,48.30018022
2744,4,115,9,5233.779551,6886.464306,8833.689391,11272.31576,1110.684107,4126.890909,3405.222953,2496.830493,1644.57371,162.2617097,1901.755732,3224.75346,2938.569412,1631.914846,3989.038212,12048.56866,1766.325223,1503.118586,2871.324199,1165.361584,47.92332871
2745,4,115,10,5142.737089,6785.171294,8878.909436,11237.73105,1111.559498,4130.143536,3407.906794,2498.798381,1645.869888,162.389597,1874.932133,3220.037993,2934.272424,1604.935118,3923.089205,11876.8361,1741.149159,1481.6941,2830.398189,1148.751269,47.24026038
2746,4,115,11,5114.959754,6739.729916,8876.812287,11246.74036,1114.801287,4142.188824,3417.845727,2506.08596,1650.669958,162.8631954,1849.413403,3235.556339,2948.413578,1590.362853,3887.468888,11645.04935,1707.169124,1452.777555,2775.160515,1126.332392,46.31832575
2747,4,115,12,5071.543008,6654.554497,8849.978721,11297.71455,1152.001506,4280.411066,3531.897094,2589.712476,1705.751779,168.297838,1850.689943,3260.630705,2971.262693,1602.787627,3917.839896,11555.56474,1694.050642,1441.613907,2753.835217,1117.677263,45.96239963
2748,4,115,13,5044.980838,6634.437011,8889.888281,11372.18538,1190.451799,4423.278118,3649.781035,2676.149171,1762.684565,173.915106,1865.977831,3295.645804,3003.170342,1630.159395,3984.747205,11571.35673,1696.365754,1443.584036,2757.598644,1119.204695,46.02521245
2749,4,115,14,5066.432623,6695.784519,8870.780672,11567.05598,1247.886225,4636.68318,3825.86803,2805.262413,1847.726879,182.305798,1875.928164,3386.845687,3086.276598,1668.963986,4079.600802,11763.27591,1724.501187,1467.526904,2803.33538,1137.767501,46.78857334
2750,4,115,15,5094.795265,6719.792448,8965.114468,11756.15895,1282.087421,4763.762162,3930.724755,2882.147091,1898.36809,187.3023082,1879.853199,3500.869286,3190.181056,1682.296611,4112.190952,11889.7741,1743.045875,1483.308179,2833.481476,1150.002658,47.29172144
2751,4,115,16,5196.916457,6832.695499,9053.030085,12037.96158,1340.342787,4980.217531,4109.32865,3013.105814,1984.625958,195.8129326,1911.160987,3637.014891,3314.244279,1712.779828,4186.703859,12103.56951,1774.388371,1509.980215,2884.431589,1170.681377,48.14209528
2752,4,115,17,5509.088488,7207.349588,9138.64927,12386.41695,1396.385279,5188.450683,4281.148144,3139.089974,2067.607256,204.0002746,1988.4039,3854.428295,3512.363109,1769.571415,4325.524712,12756.13035,1870.054064,1591.39041,3039.944975,1233.798362,50.73766395
2753,4,115,18,5447.10272,7337.391467,9409.090165,12239.27603,1367.630685,5081.609256,4192.99004,3074.449319,2025.030749,199.7994675,1991.866418,3815.22907,3476.642659,1735.280568,4241.704469,12945.3428,1897.792689,1614.9956,3085.036663,1252.099367,51.49025879
2754,4,115,19,5330.799059,7114.288896,9854.462853,11882.6886,1296.79779,4818.420445,3975.824963,2915.216167,1920.149518,189.4513707,1906.154826,3641.020439,3317.894351,1655.642102,4047.036907,12458.0962,1826.362133,1554.209174,2968.91972,1204.971905,49.55222949
2755,4,115,20,5154.166973,6882.753432,9706.416165,11461.81915,1222.588151,4542.684903,3748.307198,2748.392055,1810.268391,178.6099597,1825.845141,3430.1841,3125.768899,1567.03688,3830.451088,11881.25011,1741.796254,1482.244769,2831.450103,1149.178201,47.25781716
2756,4,115,21,5083.083424,6724.828649,9310.547819,11224.88783,1164.249028,4325.918322,3569.446513,2617.245044,1723.886505,170.0870991,1781.637249,3266.145193,2976.287792,1506.741267,3683.065024,11579.83193,1697.608222,1444.641358,2759.618389,1120.024433,46.05892265
2757,4,115,22,5066.154549,6657.404213,9002.233543,11150.91216,1139.306368,4233.240632,3492.975337,2561.17366,1686.954273,166.4431839,1765.564149,3187.228724,2904.374847,1485.239653,3630.506668,11519.1799,1688.71661,1437.074718,2745.164256,1114.158049,45.81767849
2758,4,115,23,5019.370523,6633.924229,8623.758386,11073.81562,1101.693202,4093.484035,3377.657928,2476.618837,1631.261009,160.9482133,1786.812113,3101.491497,2826.246457,1482.422751,3623.621059,11494.57514,1685.109541,1434.005153,2739.300635,1111.778227,45.71981275
2759,4,115,24,5045.364651,6600.934145,8346.557778,11095.3155,1081.413853,4018.133481,3315.483898,2431.030629,1601.233673,157.985569,1784.383217,3066.95288,2794.773006,1489.724675,3641.469817,11588.07643,1698.81687,1445.669902,2761.583159,1120.821858,46.09171529
2760,4,116,1,5241.781041,6759.218381,8152.158112,11265.35418,1089.348438,4047.615461,3339.810375,2448.867666,1612.982297,159.1447459,1825.971083,3130.182596,2852.391336,1539.305641,3762.665091,12062.31876,1768.340995,1504.83398,2874.601021,1166.691522,47.97801993
2761,4,116,2,5498.580048,7163.858676,8215.990905,11700.24522,1155.000134,4291.552858,3541.090525,2596.453426,1710.191803,168.7359127,1946.50363,3378.78391,3078.930271,1673.534159,4090.772093,12935.30861,1896.321672,1613.743784,3082.64539,1251.12884,51.45034767
2762,4,116,3,5815.00614,7705.508259,8457.901552,12440.80369,1249.412997,4642.3561,3830.548928,2808.694614,1849.987548,182.5288466,2123.928143,3710.022878,3380.773098,1867.109239,4563.945306,14211.96248,2083.479666,1773.012675,3386.887932,1374.609348,56.52825401
2763,4,116,4,5894.429226,7949.123607,9067.297148,12539.96483,1312.157698,4875.492178,4022.916582,2949.745415,1942.89271,191.6953256,2188.766953,3797.893348,3460.845414,1973.357997,4823.658831,14755.49736,2163.162107,1840.821342,3516.419074,1427.181126,58.69017062
2764,4,116,5,5815.8206,7917.92397,9767.728081,12201.60936,1318.811046,4900.213556,4043.314942,2964.702218,1952.744225,192.6673244,2182.402134,3697.131163,3369.025472,1972.028551,4820.409145,14483.65813,2123.310362,1806.908052,3451.636394,1400.888293,57.60892676
2765,4,116,6,5629.491253,7922.067573,10289.95764,11997.44464,1306.362264,4853.958488,4005.148481,2936.717212,1934.311494,190.8486608,2176.099243,3606.824783,3286.733423,1952.569759,4772.844245,14101.01507,2067.214728,1759.171436,3360.44778,1363.878293,56.08695932
2766,4,116,7,5589.181941,7974.49455,10437.10841,11837.6523,1295.455889,4813.434437,3971.710857,2912.199558,1918.162584,189.2553301,2160.96279,3510.259858,3198.738251,1946.542102,4758.110293,13886.99064,2035.838658,1732.47083,3309.44309,1343.177424,55.23567457
2767,4,116,8,5489.959702,7902.043954,10605.90357,11787.86816,1294.802759,4811.00765,3969.708441,2910.731316,1917.195505,189.1599134,2152.581917,3460.169008,3153.092766,1924.155075,4703.387644,13740.44951,2014.355666,1714.189098,3274.520509,1329.003674,54.65280541
2768,4,116,9,5478.219566,7887.139036,10755.61179,11732.78254,1301.450412,4835.707865,3990.089338,2925.675313,1927.038587,190.1310801,2114.341975,3449.478071,3143.350606,1894.973948,4632.057556,13612.48031,1995.595328,1698.224307,3244.023854,1316.626238,54.14380637
2769,4,116,10,5411.138241,7822.935255,10831.6099,11695.16061,1294.066799,4808.273093,3967.452075,2909.076868,1916.105779,189.0523956,2121.497995,3419.6346,3116.155625,1876.558837,4587.04382,13504.67036,1979.790344,1684.774482,3218.331398,1306.198645,53.71499099
2770,4,116,11,5348.993052,7695.012012,10903.88406,11713.97368,1292.505436,4802.471648,3962.665127,2905.566907,1913.793893,188.8242936,2056.489377,3424.840546,3120.899565,1845.222891,4510.44651,13397.9725,1964.148393,1671.463395,3192.903966,1295.878614,53.29059893
2771,4,116,12,5257.125481,7623.382957,10995.38456,11751.35123,1290.529891,4795.131255,3956.608345,2901.125859,1910.868732,188.5356829,2013.291636,3463.729215,3156.337019,1804.908637,4411.902706,13212.78765,1937.000216,1648.360669,3148.772107,1277.967166,52.55402394
2772,4,116,13,5294.966241,7592.194162,11019.93487,11869.63508,1322.916246,4915.466959,4055.900987,2973.930754,1958.822734,193.26706,1985.522482,3542.591143,3228.200264,1793.693056,4384.487437,13206.06445,1936.014592,1647.521916,3147.169885,1277.316885,52.52728233
2773,4,116,14,5345.371993,7513.94693,11005.48558,12009.56522,1376.227564,5113.552076,4219.34703,3093.775201,2037.760022,201.0554,1971.921343,3663.245895,3338.147386,1794.009526,4385.261014,13181.19137,1932.368189,1644.418877,3141.24232,1274.911112,52.42834936
2774,4,116,15,5366.326925,7455.432835,11021.68676,12210.60938,1411.089638,5243.086634,4326.229926,3172.145539,2089.379785,206.148459,1967.218446,3759.806131,3426.138285,1789.009649,4373.039359,13153.48843,1928.306926,1640.962798,3134.640364,1272.231628,52.31816059
2775,4,116,16,5422.605542,7497.35841,11046.67372,12434.41805,1464.993909,5443.374948,4491.493893,3293.322953,2169.195051,214.0234247,1976.109222,3873.559032,3529.796068,1814.37793,4435.04936,13245.13087,1941.741747,1652.395646,3156.479901,1281.095468,52.68266952
2776,4,116,17,5593.636219,7744.572166,10998.53032,12756.99176,1530.674151,5687.41841,4692.861561,3440.972884,2266.446825,223.6187618,2077.48945,4037.760863,3679.425639,1880.140425,4595.798623,13593.54532,1992.819451,1695.862074,3239.51141,1314.794808,54.06849224
2777,4,116,18,5520.451456,7785.363166,11090.62701,12602.24579,1492.591617,5545.917815,4576.105125,3355.362915,2210.058574,218.0552204,2043.423216,3967.618286,3615.507937,1817.951222,4443.783884,13611.33224,1995.427021,1698.08108,3243.750255,1316.515194,54.13923992
2778,4,116,19,5256.172016,7333.681074,11395.72651,12066.00894,1396.193548,5187.738281,4280.560319,3138.65896,2067.323363,203.9722642,1901.812159,3713.427896,3383.875935,1693.274401,4139.024967,12775.11622,1872.837402,1593.758992,3044.469547,1235.634714,50.81318052
2779,4,116,20,4955.381541,6923.840162,11014.58189,11539.05774,1295.07018,4812.001288,3970.528322,2911.332481,1917.591472,189.1989813,1833.078651,3418.728813,3115.330223,1586.063952,3876.960693,11840.92793,1735.885005,1477.214377,2821.840824,1145.278159,47.09743519
2780,4,116,21,4799.97809,6608.097114,10301.45111,11150.75152,1209.313347,4493.360648,3707.608258,2718.550146,1790.612583,176.6706213,1777.986347,3165.995927,2885.026376,1505.018043,3678.852791,11255.6778,1650.08709,1404.201526,2682.368417,1088.671599,44.76959565
2781,4,116,22,4702.659193,6419.436093,9521.250735,10918.76271,1151.964726,4280.274404,3531.78433,2589.629793,1705.697319,168.2924648,1728.339992,2998.005404,2731.944344,1482.927897,3624.855832,10902.93816,1598.375312,1360.195511,2598.306163,1054.553919,43.36656946
2782,4,116,23,4678.599228,6312.711088,8911.787341,10813.99402,1116.589856,4148.834484,3423.329263,2510.106683,1653.318266,163.1244905,1736.114628,2889.804131,2633.345504,1456.706076,3560.759445,10806.8159,1584.283748,1348.203782,2575.399028,1045.256782,42.98424198
2783,4,116,24,4679.504611,6336.727611,8525.221096,10755.93973,1096.626973,4074.659804,3362.125483,2465.229896,1623.759518,160.2080794,1728.068585,2839.006756,2587.056194,1468.097925,3588.605579,10801.80684,1583.549417,1347.578877,2574.205306,1044.772295,42.96431838
2784,4,117,1,4786.506218,6421.181713,8248.316606,10890.26479,1104.204129,4102.813709,3385.356125,2482.263429,1634.978901,161.3150388,1799.154253,2891.592771,2634.975409,1515.67259,3704.89667,11073.98307,1623.450567,1381.534209,2639.068297,1071.097723,44.04690265
2785,4,117,2,5069.184351,6762.362256,8096.161749,11338.37769,1159.954859,4309.962781,3556.281111,2607.591703,1717.528192,169.4597568,1894.06418,3111.850643,2835.686271,1643.820512,4018.140318,11943.84352,1750.972474,1490.053607,2846.366893,1155.23236,47.50678321
2786,4,117,3,5426.102335,7299.388703,8200.127956,11879.29016,1247.748253,4636.170526,3825.445024,2804.95225,1847.522586,182.2856414,2069.436395,3403.343328,3101.310139,1832.51927,4479.393892,13146.11959,1927.226651,1640.043498,3132.884277,1271.518899,52.28885093
2787,4,117,4,5532.407257,7526.287219,8615.234468,12051.14152,1282.243929,4764.343685,3931.204588,2882.498921,1898.599828,187.3251727,2145.282749,3508.261757,3196.917475,1890.24199,4620.490799,13597.36926,1993.380042,1696.339129,3240.422702,1315.164667,54.08370199
2788,4,117,5,5444.176811,7755.439757,9301.849689,11826.323,1255.495422,4664.956137,3849.196904,2822.367974,1858.993705,183.4174383,2114.260994,3462.815614,3155.504496,1860.408107,4547.565118,13500.57275,1979.189633,1684.263285,3217.354887,1305.802316,53.69869271
2789,4,117,6,5343.600983,7759.268038,9996.090656,11772.70215,1234.558423,4587.162,3785.006601,2775.301362,1827.992597,180.3587169,2113.571693,3416.546015,3113.34114,1841.925731,4502.386961,13370.45159,1960.113815,1668.030025,3186.34539,1293.216737,53.18113417
2790,4,117,7,5298.749603,7843.566358,10458.35769,11780.17839,1231.926243,4577.381795,3776.936656,2769.384192,1824.095167,179.9741773,2088.134618,3427.563732,3123.381079,1830.275112,4473.908293,13391.95293,1963.265922,1670.712425,3191.469429,1295.29639,53.26665604
2791,4,117,8,5262.449445,7860.612923,10808.47693,11812.61982,1229.96903,4570.109517,3770.93608,2764.984355,1821.197151,179.6882448,2096.75813,3420.915618,3117.322958,1820.314152,4449.559809,13384.41921,1962.161475,1669.772556,3189.674049,1294.567713,53.23669057
2792,4,117,9,5290.945276,7919.593391,11142.62757,11904.44973,1240.710879,4610.022249,3803.869286,2789.132153,1837.102449,181.2575395,2063.104739,3468.847345,3161.000935,1811.521776,4428.067803,13446.78152,1971.303817,1677.552563,3204.535766,1300.599521,53.48473744
2793,4,117,10,5328.489734,7969.53905,11405.90011,12006.04548,1255.931107,4666.574984,3850.532664,2823.3474,1859.638819,183.4810883,2080.694763,3508.495932,3197.130867,1813.681047,4433.345905,13603.57189,1994.28935,1697.112937,3241.900866,1315.764597,54.10837302
2794,4,117,11,5339.95655,7879.555431,11604.73542,12158.59282,1271.967073,4726.158696,3899.696993,2859.396434,1883.383039,185.8238096,2034.040352,3576.022427,3258.664655,1805.49529,4413.336714,13688.24763,2006.702849,1707.676655,3262.08015,1323.954604,54.4451718
2795,4,117,12,5352.807606,7769.379924,11853.69048,12404.75658,1303.141793,4841.992413,3995.27491,2929.477559,1929.542991,190.3781769,2001.359311,3644.40446,3320.978054,1798.694508,4396.712942,13676.25054,2004.944071,1706.179959,3259.221096,1322.794222,54.39745326
2796,4,117,13,5421.256054,7782.567706,11973.3046,12632.47514,1356.073864,5038.668388,4157.558226,3048.469454,2007.918733,198.1111121,1996.513131,3788.817217,3452.574752,1808.277327,4420.137101,13865.69158,2032.716207,1729.813667,3304.367258,1341.117337,55.15095729
2797,4,117,14,5528.395664,7833.89402,12059.23695,12874.22577,1411.40792,5244.269254,4327.205742,3172.861042,2089.851061,206.1949575,1973.435669,3937.084422,3587.683833,1824.019854,4458.617995,13947.23829,2044.670988,1739.987022,3323.800855,1349.004697,55.47531031
2798,4,117,15,5587.786205,7828.997057,12111.29215,13056.21439,1449.443067,5385.593777,4443.816895,3258.364483,2146.169146,211.751576,1965.496044,4011.416323,3655.419073,1816.108826,4439.280348,14011.29609,2054.061889,1747.97855,3339.066628,1355.200495,55.730101
2799,4,117,16,5651.72401,7827.227188,12100.56504,13128.64771,1491.251866,5540.939795,4571.997609,3352.351139,2208.074824,217.8594938,1965.034097,4086.30423,3723.660977,1818.901634,4446.107063,13979.43604,2049.391193,1744.003851,3331.473982,1352.118928,55.60337728
2800,4,117,17,5781.673441,7982.494559,12027.92697,13272.47029,1560.023822,5796.470922,4782.844099,3506.951279,2309.904454,227.9065046,2048.691458,4207.149213,3833.781447,1874.78892,4582.71745,14253.26776,2089.535037,1778.165713,3396.731496,1378.604477,56.69254626
2801,4,117,18,5695.173301,7962.176908,12131.85163,12944.14448,1521.99138,5655.156449,4666.241238,3421.453917,2253.590373,222.3502812,2040.603528,4094.572589,3731.195551,1777.533742,4344.987753,14193.11457,2080.716555,1770.661306,3382.396241,1372.786341,56.45328624
2802,4,117,19,5354.922821,7531.682362,12422.4136,12371.2589,1415.703979,5260.231818,4340.376938,3182.518631,2096.212173,206.8225759,1922.678388,3818.779403,3479.877914,1668.246783,4077.847679,13219.08647,1937.923625,1649.146477,3150.273194,1278.576401,52.57907757
2803,4,117,20,4989.182239,7087.327499,12018.82466,11739.10857,1297.684406,4821.714784,3978.543222,2917.209291,1921.462318,189.580898,1786.821887,3494.925729,3184.764966,1578.799373,3859.203221,12144.83995,1780.438635,1515.128906,2894.266848,1174.673135,48.30624894
2804,4,117,21,4764.023422,6720.313658,11212.4742,11227.46581,1211.399267,4501.111151,3714.003434,2723.239316,1793.701174,176.9753568,1737.317386,3184.642803,2902.018416,1446.551811,3535.938449,11308.42208,1657.819424,1410.781637,2694.938038,1093.773132,44.97938668
2805,4,117,22,4555.071074,6393.876907,10384.06154,10899.19627,1140.509298,4237.710275,3496.663376,2563.877861,1688.735434,166.618922,1686.920536,2990.173048,2724.807079,1383.822906,3382.60447,10757.47825,1577.050828,1342.048667,2563.641252,1040.484746,42.78800089
2806,4,117,23,4499.751094,6259.281625,9742.892716,10707.22404,1087.702564,4041.500003,3334.764325,2445.167723,1610.545275,158.9042974,1645.989521,2859.489121,2605.720831,1352.781248,3306.726516,10456.09323,1532.867657,1304.449393,2491.817441,1011.334186,41.58923829
2807,4,117,24,4468.468027,6163.398606,9245.805381,10605.4292,1055.689131,3922.549938,3236.615016,2373.201161,1563.143453,154.2274011,1653.253026,2772.233956,2526.209214,1338.599278,3272.060234,10357.46349,1518.408495,1292.144844,2468.312743,1001.79452,41.19693728
2808,4,118,1,4544.212849,6201.447972,8868.807414,10578.31512,1052.461729,3910.558108,3226.720192,2365.945925,1558.364686,153.7559045,1661.137122,2791.90165,2544.131479,1363.79836,3333.656647,10487.9053,1537.53132,1308.418106,2499.398654,1014.411113,41.71577119
2809,4,118,2,4741.269059,6528.744818,8661.873987,10893.9949,1098.637574,4082.130451,3368.289741,2469.749749,1626.736585,160.5018114,1810.603711,2945.134311,2683.765351,1481.210368,3620.65752,11136.75203,1632.652522,1389.364948,2654.026923,1077.168862,44.29656695
2810,4,118,3,5065.894447,6953.358479,8713.009782,11456.59492,1174.013696,4362.200215,3599.383804,2639.196129,1738.344907,171.513636,1972.132686,3229.417317,2942.81937,1643.219599,4016.671451,12350.44252,1810.580058,1540.778845,2943.264506,1194.559426,49.12403567
2811,4,118,4,5218.185983,7352.097032,9209.533794,11712.94933,1237.539587,4598.238904,3794.146491,2782.003054,1832.406764,180.7942402,2043.738392,3372.391022,3073.104727,1750.629857,4279.224135,12963.77324,1900.494599,1617.294888,3089.428867,1253.881996,51.56356609
2812,4,118,5,5262.853388,7632.930949,9943.918454,11744.67499,1255.492594,4664.94563,3849.188235,2822.361617,1858.989518,183.4170252,2077.852243,3453.967414,3147.441539,1771.643639,4330.590037,13154.29314,1928.424897,1641.06319,3134.832137,1272.309462,52.32136134
2813,4,118,6,5280.284114,7792.066294,10725.21976,11852.74478,1286.135358,4778.802798,3943.13524,2891.2469,1904.361812,187.8936782,2096.665122,3519.686903,3207.328684,1791.900931,4380.106783,13397.30242,1964.050159,1671.379799,3192.744278,1295.813803,53.28793368
2814,4,118,7,5362.346617,8014.351828,11228.69272,12065.33043,1323.261925,4916.751372,4056.960796,2974.707843,1959.334575,193.3175607,2115.876228,3607.414469,3287.270777,1834.815817,4485.007551,13832.36461,2027.830459,1725.655963,3296.425026,1337.893886,55.01839888
2815,4,118,8,5465.725924,8149.709894,11595.85096,12340.91781,1360.194043,5053.977448,4170.190196,3057.731664,2014.019422,198.713036,2127.58797,3709.413986,3380.218243,1858.347214,4542.52749,14098.44751,2066.838323,1758.85112,3359.835898,1363.629954,56.07674682
2816,4,118,9,5532.585511,8216.249517,11911.41217,12641.44787,1398.951263,5197.984927,4289.015139,3144.858334,2071.406671,204.3751434,2142.614443,3828.690053,3488.909033,1873.480183,4579.518386,14475.4598,2122.108484,1805.885271,3449.682631,1400.095335,57.57631783
2817,4,118,10,5637.478669,8460.799369,12267.74236,12958.02472,1438.097191,5343.436703,4409.031813,3232.858826,2129.369474,210.0940379,2166.075039,3925.487877,3577.116435,1910.326215,4669.584499,14796.86886,2169.227187,1845.982642,3526.27842,1431.18266,58.85472629
2818,4,118,11,5743.866293,8557.73123,12584.51668,13232.04625,1485.467352,5519.446682,4554.26299,3339.347486,2199.509778,217.0144244,2137.209298,4067.856671,3706.850564,1920.620522,4694.747814,15048.88719,2206.17318,1877.423176,3586.33753,1455.558375,59.85713225
2819,4,118,12,5778.920678,8453.605905,13009.47889,13590.37248,1540.102645,5722.451203,4721.768181,3462.168246,2280.407458,224.9961863,2100.527696,4223.060713,3848.280865,1926.15395,4708.273675,15220.71555,2231.36329,1898.859615,3627.286373,1472.177957,60.54058167
2820,4,118,13,5927.327593,8485.333861,13279.97667,13879.44053,1604.0844,5960.183713,4917.928492,3605.999957,2375.144306,234.3433885,2090.819309,4401.859968,4011.212397,1956.675285,4782.879757,15406.56689,2258.609173,1922.045489,3671.577064,1490.153869,61.27980761
2821,4,118,14,5974.897984,8422.00584,13471.41426,14139.09585,1669.592988,6203.589375,5118.769891,3753.264009,2472.141915,243.9136484,2091.317502,4537.849723,4135.133602,1967.878753,4810.265414,15510.41859,2273.833876,1935.001503,3696.32622,1500.198612,61.69287902
