Time,Month,Day,Hour,APS,ATSI,COMED,DOM,AE,PS,PECO,JCPL,DPL,RECO,PENLC,BGE,PEPCO,METED,PL,AEP,DAY,DLCO,DEOK,EKPC,OVEC
5939,9,248,12,5083.082248,7039.396006,9671.457474,13303.43715,1323.241276,4916.674651,4056.897491,2974.661425,1959.304002,193.3145442,1843.719417,3726.738654,3396.005415,1621.052995,3962.4876,12897.6167,1890.796023,1609.041533,3073.66294,1247.483204,51.30042767
5940,9,248,13,5130.783603,7028.102775,9811.788274,13405.9783,1344.942489,4997.308322,4123.43078,3023.445998,1991.43667,196.4849108,1867.672668,3752.642169,3419.610096,1641.110281,4011.515452,13021.41622,1908.945084,1624.486135,3103.165908,1259.45734,51.79284174
5941,9,248,14,5192.129044,7169.870742,9947.327145,13541.12903,1377.855043,5119.599184,4224.336683,3097.433792,2040.169806,201.2931611,1901.319588,3816.055439,3477.395691,1674.269152,4092.568703,13200.12519,1935.143895,1646.780965,3145.754486,1276.742429,52.50365887
5942,9,248,15,5239.433382,7192.237282,10114.40841,13539.10563,1390.019162,5164.796547,4261.630398,3124.778869,2058.181039,203.0702377,1930.585363,3831.204793,3491.200599,1684.589721,4117.796212,13205.5377,1935.937371,1647.456202,3147.044354,1277.265937,52.5251872
5943,9,248,16,5320.415313,7262.732851,10149.00381,13645.06186,1426.442503,5300.132197,4373.299952,3206.658955,2112.112548,208.391385,1952.835646,3938.011629,3588.528753,1712.911717,4187.026247,13331.23495,1954.364641,1663.137556,3176.999577,1289.423626,53.02514954
5944,9,248,17,5254.493754,7371.75717,10073.22517,13597.93598,1424.122803,5291.51305,4366.188031,3201.444242,2108.677802,208.052496,1946.152142,3941.188275,3591.423485,1691.714235,4135.21131,13505.57667,1979.92321,1684.887549,3218.547384,1306.286305,53.71859586
5945,9,248,18,5130.924466,7178.13859,10370.19728,13206.52431,1377.255257,5117.370605,4222.497814,3096.085468,2039.281713,201.2055375,1878.027828,3833.667433,3493.44469,1628.185199,3979.921496,13120.97042,1923.539771,1636.906014,3126.890915,1269.086421,52.18881978
5946,9,248,19,4950.755756,6916.588641,10383.51365,12730.71653,1312.455435,4876.598456,4023.829406,2950.41473,1943.333563,191.7388224,1792.858655,3643.886656,3320.506203,1530.246267,3740.520438,12428.44673,1822.015508,1550.510256,2961.853883,1202.104149,49.43429838
5947,9,248,20,4711.009442,6642.742863,10136.85577,12241.29123,1238.135432,4600.452844,3795.973279,2783.34252,1833.289023,180.8812882,1733.112866,3434.024173,3129.268181,1461.382417,3572.190252,11727.8135,1719.302383,1463.102792,2794.884245,1134.337506,46.64752117
5948,9,248,21,4550.819512,6377.971538,9631.367683,11818.09879,1175.213314,4366.657549,3603.061686,2641.892883,1740.121163,171.6888901,1656.374963,3240.25142,2952.691989,1408.461062,3442.829759,11264.60702,1651.396118,1405.315491,2684.496362,1089.535252,44.80511174
5949,9,248,22,4515.93712,6230.993541,9263.102463,11621.0793,1140.125126,4236.282835,3495.485552,2563.014239,1688.166597,166.5627977,1634.97371,3140.191647,2861.512123,1374.99842,3361.033973,10883.02319,1595.455768,1357.711019,2593.560176,1052.627703,43.28735741
5950,9,248,23,4443.636461,6112.191034,8764.62322,11437.87397,1094.282364,4065.948103,3354.937194,2459.959187,1620.287889,159.8655514,1633.262241,3019.2186,2751.274953,1357.038433,3317.132741,10739.19705,1574.370796,1339.767996,2559.284613,1038.716552,42.71528719
5951,9,248,24,4447.253683,6115.431549,8429.601198,11346.52232,1066.775657,3963.743365,3270.604962,2398.123798,1579.55911,155.8470503,1637.446409,2951.004433,2689.114522,1345.547434,3289.044244,10703.44037,1569.128852,1335.307174,2550.763351,1035.258095,42.57306456
5952,9,249,1,4494.800712,6217.142627,8224.009756,11358.46111,1064.555827,3955.495299,3263.799233,2393.133595,1576.272241,155.5227517,1683.585258,2959.283123,2696.658512,1379.54276,3372.142118,10838.6423,1588.949511,1352.174283,2582.983655,1048.335094,43.11083186
5953,9,249,2,4680.125537,6520.493097,8134.081762,11673.04215,1106.981897,4113.134868,3393.872426,2488.507883,1639.091902,161.7208477,1782.872772,3120.471721,2843.542263,1486.380355,3633.294991,11492.86454,1684.858767,1433.791747,2738.892978,1111.612775,45.71300883
5954,9,249,3,5048.228341,7198.684748,8304.101176,12239.13475,1194.802518,4439.44378,3663.119814,2685.929638,1769.126611,174.5507099,1956.826694,3414.771935,3111.724503,1675.482731,4095.535166,12612.01123,1848.926141,1573.410837,3005.599593,1219.858874,50.16442843
5955,9,249,4,5149.860407,7615.044184,8847.91127,12544.40524,1266.631043,4706.331984,3883.337372,2847.400978,1875.482058,185.04426,2058.199633,3557.769021,3242.031165,1780.189405,4351.479233,13185.09031,1932.939775,1644.905289,3142.171486,1275.288225,52.44385745
5956,9,249,5,5296.206015,7708.169076,9707.110564,12743.79038,1322.480755,4913.848835,4054.565824,2972.951764,1958.177909,193.2034383,2122.230104,3657.469813,3332.883908,1812.170798,4429.654267,13372.42477,1960.403085,1668.27619,3186.815624,1293.407587,53.18898254
5957,9,249,6,5363.803736,7906.305281,10282.92733,12960.31614,1373.70236,5104.169354,4211.605062,3088.098515,2034.02099,200.6864888,2120.972598,3772.093452,3437.335156,1843.272587,4505.679205,13627.12004,1997.741519,1700.050686,3247.512684,1318.042222,54.20203609
5958,9,249,7,5466.91185,8087.772329,10752.32318,13112.38741,1408.786232,5234.528031,4319.167962,3166.967456,2085.969165,205.8119506,2153.46674,3836.945195,3496.431564,1879.586451,4594.444493,13829.87182,2027.465014,1725.344974,3295.830962,1337.652778,55.00848375
5959,9,249,8,5511.777932,8125.55108,11187.36311,13375.47775,1430.699618,5315.950059,4386.35175,3216.228997,2118.415995,209.013314,2179.421866,3911.814177,3564.656222,1895.739752,4633.929479,13995.91953,2051.807678,1746.060247,3335.402202,1353.713243,55.66894053
5960,9,249,9,5533.798935,8125.652062,11525.50673,13659.51821,1454.123658,5402.985122,4458.167021,3268.886507,2153.09963,212.4353715,2172.233178,3983.575543,3630.049052,1898.426365,4640.496611,14138.68173,2072.736677,1763.870539,3369.424215,1367.521488,56.23677893
5961,9,249,10,5528.53768,8207.530985,11777.32142,13855.36569,1463.875964,5439.221078,4488.066408,3290.8098,2167.539726,213.8601022,2197.146745,4035.659515,3677.510778,1913.732291,4677.910283,14213.99835,2083.778125,1773.26666,3387.373105,1374.806262,56.5363517
5962,9,249,11,5511.367513,8171.628432,12007.33278,14093.59966,1471.721113,5468.370748,4512.118687,3308.445785,2179.155924,215.0062133,2164.076813,4084.994333,3722.467327,1895.643905,4633.695192,14265.44114,2091.31966,1779.684403,3399.632565,1379.781912,56.74096605
5963,9,249,12,5533.725747,8096.43843,12267.19512,14332.96372,1477.634379,5490.342257,4530.248045,3321.738875,2187.911611,215.8700923,2136.249086,4121.367009,3755.612073,1887.673946,4614.213494,14173.59294,2077.854675,1768.225885,3377.743993,1370.89817,56.3756387
5964,9,249,13,5589.781602,8046.556087,12420.55581,14555.54128,1498.718894,5568.684508,4594.890614,3369.137104,2219.131144,218.9503646,2128.100376,4221.622266,3846.970075,1901.097719,4647.026447,14204.66783,2082.410267,1772.102632,3385.149526,1373.903795,56.49923945
5965,9,249,14,5610.129461,8090.734783,12594.84575,14760.27653,1534.448719,5701.443307,4704.433929,3449.458156,2272.035772,224.1701948,2128.756849,4359.496272,3972.608311,1907.37688,4662.375172,14173.64622,2077.862487,1768.232533,3377.756691,1370.903324,56.37585064
5966,9,249,15,5686.807468,8025.657036,12699.38702,14870.18156,1560.269143,5797.382443,4783.596222,3507.502762,2310.267696,227.942344,2127.017693,4447.445927,4052.752783,1921.634417,4697.226168,14188.9375,2080.104195,1770.140196,3381.400794,1372.382327,56.43667189
5967,9,249,16,5783.729755,8131.51106,12636.01823,14929.58939,1610.807811,5985.165421,4938.541657,3621.114262,2385.099563,235.325623,2162.009484,4590.010827,4182.665615,1940.88152,4744.273618,14359.73219,2105.142767,1791.447678,3422.103297,1388.901929,57.11600983
5968,9,249,17,5814.61352,8325.760238,12354.86843,14889.82831,1622.982422,6030.401767,4975.86754,3648.482926,2403.126331,237.1042324,2148.315119,4609.29189,4200.235561,1904.970895,4656.494004,14578.32807,2137.189015,1818.718596,3474.197422,1410.044959,57.9854776
5969,9,249,18,5606.681302,8028.426928,12476.30533,14428.7403,1562.847541,5806.962815,4791.501278,3513.29903,2314.085493,228.3190264,2073.009939,4476.45325,4079.185822,1810.819629,4426.351481,14050.44458,2059.801074,1752.862518,3348.396202,1358.987015,55.8858146
5970,9,249,19,5370.50681,7631.69661,12310.22516,13749.31383,1471.666371,5468.167345,4511.950853,3308.322723,2179.074867,214.9982159,1952.68304,4195.177654,3822.872316,1689.876002,4130.717949,13323.52173,1953.233879,1662.175294,3175.16142,1288.677588,52.9944701
5971,9,249,20,5062.916152,7192.431673,11753.2299,13138.49349,1370.753308,5093.211767,4202.563624,3081.469011,2029.654371,200.2556567,1851.672945,3880.203195,3535.850588,1599.958344,3910.924021,12402.64081,1818.23235,1547.29084,2955.70401,1199.608149,49.33165503
5972,9,249,21,4849.134302,6844.311434,10913.04631,12579.11157,1279.145187,4752.82991,3921.704222,2875.532916,1894.011568,186.8724723,1774.142287,3592.015957,3273.238822,1510.541471,3692.354208,11670.9572,1710.967225,1456.009687,2781.334678,1128.838251,46.42137452
5973,9,249,22,4695.223637,6617.862257,10069.32,12165.66325,1209.546618,4494.227394,3708.323437,2719.07454,1790.957983,176.7047002,1758.221043,3387.356744,3086.742301,1467.894764,3588.108976,11240.76207,1647.900438,1402.340715,2678.813813,1087.22892,44.71026816
5974,9,249,23,4572.642149,6445.31687,9465.325438,11911.28521,1160.911318,4313.516629,3559.213499,2609.741834,1718.944407,169.5994875,1740.532229,3251.268659,2962.731492,1446.500459,3535.812924,10950.24582,1605.310634,1366.097375,2609.580167,1059.129609,43.55473623
5975,9,249,24,4517.494257,6378.65687,9003.160385,11734.54207,1127.002072,4187.522425,3455.251857,2533.513464,1668.735482,164.6456287,1713.381485,3164.302167,2883.48293,1436.251298,3510.759967,10827.35397,1587.294637,1350.766008,2580.293505,1047.243264,43.06593239
5976,9,250,1,4569.681041,6469.346918,8698.372206,11752.0188,1123.401082,4174.14248,3444.211659,2525.418398,1663.403549,164.119554,1743.011239,3174.993786,2893.225711,1451.618219,3548.322733,10964.53418,1607.405314,1367.879919,2612.985262,1060.511608,43.61156837
5977,9,250,2,4778.759279,6764.626668,8475.946511,12030.09413,1170.027834,4347.390227,3587.163633,2630.235866,1732.443099,170.9313347,1853.083106,3364.804479,3066.191459,1556.119381,3803.764448,11579.78482,1697.601316,1444.635482,2759.607164,1120.019877,46.05873529
5978,9,250,3,5118.927482,7357.92524,8594.506404,12520.49664,1266.504075,4705.860218,3882.948103,2847.115552,1875.294058,185.025711,2020.487099,3701.02056,3372.5697,1739.389584,4251.74851,12735.26083,1866.994584,1588.786834,3034.971509,1231.77982,50.65465519
5979,9,250,4,5219.369536,7698.546416,9098.808314,12852.63265,1340.584953,4981.117333,4110.071104,3013.650208,1984.98453,195.8483111,2069.57709,3867.515666,3524.289028,1835.864311,4487.57048,13290.69287,1948.421154,1658.07973,3167.337892,1285.502315,52.8638929
5980,9,250,5,5324.75742,7825.116403,9880.174311,12963.97005,1390.386808,5166.162585,4262.757558,3125.605343,2058.725408,203.1239479,2116.233264,3951.715408,3601.016377,1853.861924,4531.563687,13507.77957,1980.246155,1685.162371,3219.072361,1306.499373,53.7273579
5981,9,250,6,5418.945529,7951.158175,10447.7243,13227.89559,1429.879743,5312.903707,4383.838112,3214.385909,2117.202018,208.8935371,2132.368728,4053.334904,3693.617547,1879.238203,4593.593238,13776.02328,2019.570796,1718.627102,3282.998182,1332.444439,54.79430052
5982,9,250,7,5489.908789,8130.257926,10978.80566,13647.77903,1472.54525,5471.432935,4514.645389,3310.298453,2180.376211,215.1266128,2139.110426,4131.630242,3764.964485,1920.526826,4694.518783,14026.2497,2056.254095,1749.844087,3342.630261,1356.646838,55.78957918
5983,9,250,8,5519.483946,8145.404938,11532.52849,14072.16974,1501.020741,5577.237319,4601.947798,3374.311682,2222.539455,219.2866453,2150.415799,4196.018707,3823.63873,1929.580888,4716.650453,14239.00653,2087.444335,1776.386555,3393.332868,1377.225103,56.63582207
5984,9,250,9,5585.308528,8226.754219,12008.91762,14442.2344,1541.712151,5728.431531,4726.702732,3465.786433,2282.79063,225.2313218,2157.539852,4284.169093,3903.966119,1939.789003,4741.603078,14498.84053,2125.536108,1808.802132,3455.254549,1402.356765,57.66931494
5985,9,250,10,5616.178747,8321.830941,12355.50334,14740.38355,1570.522768,5835.481118,4815.032596,3530.553029,2325.45009,229.4403133,2172.777024,4299.326239,3917.778128,1961.64166,4795.01952,14647.33464,2147.305408,1827.327508,3490.64255,1416.719412,58.25995211
5986,9,250,11,5651.648443,8247.901121,12649.04155,14854.861,1594.676352,5925.226892,4889.084558,3584.850559,2361.213947,232.968951,2148.091464,4340.953236,3955.710895,1973.27734,4823.461674,14661.27211,2149.348647,1829.066276,3493.964022,1418.067472,58.31538856
5987,9,250,12,5643.998839,8207.748066,13019.3854,14905.03073,1629.529426,6054.72801,4995.939861,3663.200665,2412.820384,238.0606952,2115.094753,4412.641892,4021.037468,1957.598603,4785.136707,14720.91088,2158.091715,1836.506508,3508.176685,1423.835853,58.55260249
5988,9,250,13,5718.849454,8196.25118,13315.45136,14980.12734,1669.569969,6203.503842,5118.699315,3753.21226,2472.10783,243.9102854,2107.038521,4494.581413,4095.705182,1960.899018,4793.204212,14788.22726,2167.960325,1844.90456,3524.219018,1430.346827,58.8203542
5989,9,250,14,5728.092419,8143.349744,13638.89132,14980.87193,1707.656855,6345.020608,5235.469095,3838.832013,2528.502525,249.4744627,2116.682251,4580.917421,4174.379213,1976.910258,4832.341945,14885.18235,2182.173981,1857.000186,3547.324624,1439.724516,59.20599424
5990,9,250,15,5746.993491,8143.223575,13869.61075,14880.28658,1732.554135,6437.529685,5311.801142,3894.801383,2565.367564,253.1117483,2095.459589,4615.114165,4205.541132,1980.38746,4840.841587,14794.60759,2168.895684,1845.700537,3525.73953,1430.963945,58.84573204
5991,9,250,16,5923.229184,8254.4657,13833.83288,14960.84805,1790.526506,6652.933552,5489.537411,4025.123932,2651.206406,261.5810295,2156.860062,4729.390973,4309.676327,2016.875531,4930.032706,14957.14714,2192.72405,1865.978151,3564.474732,1446.685095,59.49223508
5992,9,250,17,5962.401051,8449.91234,13479.10424,14892.80939,1809.487748,6723.386504,5547.67028,4067.749017,2679.282039,264.3511092,2178.68079,4748.30177,4326.908866,2006.640452,4905.014168,15218.71606,2231.070163,1898.610168,3626.809868,1471.984562,60.53262864
5993,9,250,18,5753.584801,8154.695785,13473.60895,14445.55898,1744.539126,6482.061473,5348.545672,3921.743778,2583.113565,254.8626558,2097.042649,4577.920786,4171.648517,1910.410222,4669.789847,14754.16221,2162.966374,1840.654776,3516.100892,1427.051988,58.68486006
5994,9,250,19,5475.232703,7678.691979,13246.55588,13769.43237,1640.674228,6096.137969,5030.108475,3688.254308,2429.32233,239.6888581,1975.499309,4294.241804,3913.144917,1789.061606,4373.166363,13710.79484,2010.008279,1710.489531,3267.453433,1326.135415,54.53485362
5995,9,250,20,5140.576136,7205.24175,12553.29918,13141.65639,1524.594743,5664.829582,4674.222834,3427.306307,2257.445135,222.7306109,1870.75186,3952.296176,3601.545604,1684.727211,4118.13229,12709.84791,1863.269039,1585.616446,3028.915293,1229.321832,50.55357499
5996,9,250,21,4919.370839,6877.325938,11615.5236,12572.89487,1417.869162,5268.276836,4347.015126,3187.385987,2099.418127,207.1388911,1801.160968,3642.731355,3319.45343,1595.110722,3899.074539,11989.43046,1757.655539,1495.740804,2857.23083,1159.64162,47.68810583
5997,9,250,22,4732.618591,6623.995318,10662.23646,12196.87949,1344.163146,4994.41257,4121.041407,3021.694025,1990.282707,196.3710552,1741.935141,3432.292947,3127.690594,1538.261976,3760.113965,11539.25621,1691.659804,1439.579336,2749.948689,1116.099869,45.89753223
5998,9,250,23,4639.170597,6418.720265,9906.329841,11901.16928,1285.040321,4774.734044,3939.777988,2888.785243,1902.740406,187.7337023,1720.971362,3292.024583,2999.87049,1493.644817,3651.052178,11246.89434,1648.799431,1403.105746,2680.275209,1087.822046,44.73465933
5999,9,250,24,4654.487718,6309.876653,9378.796567,11812.8169,1249.975086,4644.444612,3832.272223,2809.958195,1850.819824,182.6109631,1724.586434,3198.264483,2914.431226,1488.424981,3638.292856,11069.89719,1622.851576,1381.024476,2638.094582,1070.702529,44.03065103
6000,9,251,1,4655.536284,6387.289833,9020.608996,11821.69157,1246.65671,4632.114759,3822.098486,2802.49845,1845.906355,182.1261761,1727.30777,3210.664285,2925.730595,1505.390471,3679.76315,11134.54335,1632.328729,1389.089404,2653.500568,1076.955234,44.28778191
6001,9,251,2,4848.912661,6732.109439,8802.786697,12085.49358,1303.585244,4843.640112,3996.634476,2930.474441,1930.199602,190.4429613,1862.80663,3400.794189,3098.987226,1593.083348,3894.118843,11682.6448,1712.680632,1457.467774,2784.11998,1129.968699,46.46786211
6002,9,251,3,5233.699045,7301.092013,8873.471272,12617.06281,1411.414305,5244.29298,4327.225319,3172.875396,2089.860516,206.1958903,2026.95611,3756.942577,3423.528861,1781.215066,4353.98635,12877.2064,1887.803865,1606.495247,3068.79891,1245.509079,51.21924545
6003,9,251,4,5366.120449,7611.621368,9390.724376,12911.76648,1495.354946,5556.18532,4584.577155,3361.574909,2214.150194,218.4589197,2078.451417,3919.65964,3571.805431,1881.241743,4598.490675,13590.49008,1992.371552,1695.480918,3238.783309,1314.499299,54.05633999
6004,9,251,5,5455.372127,7767.318158,10188.60091,13124.6662,1558.798008,5791.916249,4779.0859,3504.195634,2308.089408,227.7274234,2131.340962,4028.551223,3671.033319,1930.185246,4718.127739,13752.6499,2016.144249,1715.711158,3277.428016,1330.18372,54.70133264
6005,9,251,6,5463.332005,7901.454466,10803.10554,13358.54394,1611.923828,5989.312128,4941.963231,3623.623082,2386.752033,235.4886638,2140.650841,4144.683122,3776.858974,1971.035565,4817.981899,14045.97108,2059.145257,1752.304427,3347.330112,1358.554329,55.8680212
6006,9,251,7,5559.482505,8199.829782,11435.46161,13771.44343,1664.269898,6183.810741,5102.449941,3741.297641,2464.260093,243.1359892,2183.989802,4228.999569,3853.692671,2017.05025,4930.459787,14487.67202,2123.8988,1807.408805,3452.592955,1401.276525,57.62489207
6007,9,251,8,5674.988793,8346.7776,12007.67628,13984.30562,1708.918253,6349.707497,5239.336389,3841.66765,2530.370259,249.6587425,2194.304594,4410.647679,4019.220234,2040.117706,4986.845672,14854.07974,2177.614325,1853.119982,3539.912484,1436.71621,59.08228323
6008,9,251,9,5722.925252,8449.755496,12623.77203,14453.60603,1752.28214,6510.831648,5372.284817,3939.150162,2594.578533,255.9938458,2209.762334,4583.677611,4176.894447,2051.827049,5015.467888,15234.78327,2233.425623,1900.614632,3630.638884,1473.538614,60.59653616
6009,9,251,10,5779.970082,8623.920895,13097.35807,14755.34533,1802.775718,6698.447088,5527.092011,4052.660299,2669.343635,263.3705375,2235.292125,4709.762195,4291.789525,2074.183681,5070.116241,15652.99223,2294.735232,1952.788271,3730.303297,1513.988619,62.25996742
6010,9,251,11,5923.890714,8710.314712,13533.88789,15145.72855,1849.614422,6872.482368,5670.693803,4157.954237,2738.697018,270.2132825,2233.950136,4820.339688,4392.553706,2078.616203,5080.951057,15932.02396,2335.641401,1987.59886,3796.800038,1540.977125,63.36981952
6011,9,251,12,6026.339817,8814.59535,14026.60841,15370.99381,1886.213114,7008.469556,5782.90096,4240.228512,2792.888166,275.560047,2241.476556,5044.106783,4596.462361,2086.160043,5099.391155,16107.4358,2361.35685,2009.482356,3838.602868,1557.943307,64.06752225
6012,9,251,13,6121.339095,8840.337903,14394.48735,15608.87617,1931.727316,7177.583481,5922.441992,4342.544957,2860.28038,282.2092934,2249.073997,5243.46293,4778.126443,2094.515283,5119.814627,16336.66816,2394.962411,2038.080228,3893.2318,1580.115119,64.97929678
6013,9,251,14,6222.271105,8861.094173,14683.86218,15760.04281,1965.872382,7304.453903,6027.126628,4419.303452,2910.838479,287.1976035,2237.250391,5298.335438,4828.129233,2120.907352,5184.327168,16465.69326,2413.877544,2054.176747,3923.980089,1592.594683,65.49249566
6014,9,251,15,6255.591181,8882.569947,14813.30691,15573.37751,1966.995289,7308.626209,6030.569325,4421.82776,2912.501151,287.3616508,2225.254184,5260.681114,4793.81658,2127.018217,5199.264513,16320.67374,2392.617621,2036.084844,3889.420128,1578.568106,64.91567874
6015,9,251,16,6354.187075,8887.463757,14612.72746,15494.20157,1996.159222,7416.988589,6119.982413,4487.388614,2955.683761,291.622259,2257.136404,5306.137686,4835.239062,2157.310256,5273.310104,16162.89814,2369.487652,2016.401557,3851.820234,1563.307735,64.28812437
6016,9,251,17,6383.217198,9124.599592,14036.11514,15398.47077,1990.165943,7394.719782,6101.607745,4473.915654,2946.8096,290.7466907,2269.424788,5305.867681,4834.99302,2149.799051,5254.949781,16367.69705,2399.511258,2041.951235,3900.62637,1583.116294,65.10271454
6017,9,251,18,6175.674923,8764.90968,13841.88061,15533.07968,1914.444031,7113.365192,5869.453532,4303.691934,2834.689272,279.6843491,2195.96739,5102.685278,4649.842247,2077.589862,5078.442278,15704.39647,2302.271116,1959.201204,3742.553569,1518.96054,62.46442842
6018,9,251,19,5826.87315,8226.533077,13473.96363,14060.97988,1788.402688,6645.042227,5483.026039,4020.349563,2648.061699,261.2707573,2078.622015,4768.335273,4345.164476,1924.594783,4704.462462,14611.26098,2142.016993,1822.82714,3482.045745,1413.230295,58.11646865
6019,9,251,20,5487.536462,7693.23358,12740.19797,13473.08038,1658.274878,6161.535467,5084.069936,3727.820768,2455.383355,242.2601667,1947.343173,4406.362862,4015.315677,1813.104117,4431.935663,13463.58718,1973.767533,1679.649152,3208.540763,1302.224997,53.55158213
6020,9,251,21,5257.014518,7245.414416,11726.00602,12924.12043,1529.948179,5684.720968,4690.63582,3439.340892,2265.371889,223.5127034,1872.802043,4044.278554,3685.364911,1708.395818,4175.987623,12600.74952,1847.27517,1572.005882,3002.915787,1218.769619,50.11963483
6021,9,251,22,4992.222031,6986.187941,10746.01919,12505.64445,1440.407258,5352.020058,4416.1142,3238.051883,2132.789957,210.4315195,1831.90019,3788.268384,3452.074627,1651.915866,4037.928529,12008.09463,1760.391713,1498.06925,2861.678733,1161.446855,47.76234276
6022,9,251,23,4890.484321,6741.932033,9978.143737,12232.72054,1376.135886,5113.211434,4219.065956,3093.569108,2037.624276,201.0420066,1793.166415,3601.935367,3282.277924,1610.581944,3936.892257,11549.12518,1693.1066,1440.81054,2752.300588,1117.054415,45.93678619
6023,9,251,24,4827.534343,6617.372808,9437.720954,12039.5587,1331.435009,4947.119526,4082.018481,2993.081028,1971.436341,194.5115803,1772.356636,3496.213688,3185.938623,1590.823353,3888.594531,11433.54229,1676.1621,1426.391003,2724.755745,1105.875008,45.47705385
6024,9,252,1,4849.639014,6627.364228,9068.485234,12049.46121,1321.56188,4910.434635,4051.748664,2970.886122,1956.817344,193.0691983,1809.509117,3494.27286,3184.170036,1617.949767,3954.902097,11467.37232,1681.121596,1430.611465,2732.817862,1109.147115,45.61161318
6025,9,252,2,5027.562998,6938.784465,8834.090709,12334.53503,1368.43085,5084.582374,4195.44325,3076.2481,2026.215542,199.916365,1926.188712,3667.8873,3342.376885,1716.338526,4195.402708,12065.59507,1768.821303,1505.242715,2875.381806,1167.008413,47.99105148
6026,9,252,3,5389.94664,7573.217799,8867.027439,12837.43701,1473.842902,5476.254529,4518.623833,3313.215589,2182.297625,215.3161889,2126.842088,4015.051025,3658.731209,1913.970078,4678.491526,13271.26463,1945.572966,1655.655962,3162.707902,1283.623177,52.78661686
6027,9,252,4,5539.226009,7888.697043,9352.056771,13189.94245,1547.225161,5748.915834,4743.604952,3478.179742,2290.953663,226.0367267,2199.815401,4190.635767,3818.733504,2011.569562,4917.062841,13797.92423,2022.781485,1721.359354,3288.217453,1334.562744,54.88141183
6028,9,252,5,5710.754819,8155.740621,10157.14683,13432.09788,1590.793496,5910.799635,4877.18019,3576.121854,2355.464659,232.401698,2249.144545,4294.525426,3913.403369,2058.738186,5032.361409,14211.36826,2083.392553,1772.938544,3386.746323,1374.551875,56.52589051
6029,9,252,6,5857.01362,8351.825804,10749.72916,13646.16798,1623.893586,6033.787315,4978.661058,3650.531233,2404.475478,237.2373458,2288.338143,4398.455264,4008.109847,2095.79773,5122.949431,14736.72517,2160.410096,1838.479419,3511.945427,1425.365442,58.61550401
6030,9,252,7,6110.930313,8644.18428,11310.25016,13899.57188,1662.274225,6176.395558,5096.331448,3736.811345,2461.305129,242.8444379,2345.547909,4488.054674,4089.757666,2140.955549,5233.332803,15384.4245,2255.36309,1919.283116,3666.300256,1488.012213,61.19173598
6031,9,252,8,6320.449964,8915.516643,11797.67857,14079.50882,1681.280347,6247.015273,5154.601918,3779.537325,2489.447217,245.6210744,2376.895212,4561.652539,4156.824012,2167.354774,5297.862836,16208.45491,2376.166295,2022.08499,3862.676983,1567.714078,64.46932701
6032,9,252,9,6572.106129,9169.069868,12294.21676,14254.02306,1707.610278,6344.847546,5235.326296,3838.727307,2528.433559,249.4676582,2403.242232,4639.537123,4227.796649,2199.634387,5376.766836,17016.18302,2494.579574,2122.85307,4055.168666,1645.839151,67.6820754
6033,9,252,10,6792.065527,9516.090812,12677.788,14501.77559,1733.707051,6441.813493,5315.335842,3897.39315,2567.07467,253.2801797,2453.491203,4689.049753,4272.915231,2235.854426,5465.302779,17835.31818,2614.665132,2225.044236,4250.378791,1725.067536,70.94019547
6034,9,252,11,6873.649396,9731.675216,13097.31104,14674.3451,1760.671188,6542.002244,5398.004621,3958.008837,2607.000073,257.2194159,2454.693248,4761.7175,4339.134003,2240.364545,5476.327275,18407.52582,2698.551014,2296.429973,4386.743011,1780.412601,73.21615836
6035,9,252,12,6872.563426,9973.045687,13578.08482,14786.9364,1790.267936,6651.9728,5488.744666,4024.542663,2650.823545,261.5432546,2466.666613,4805.07512,4378.643808,2239.782828,5474.90533,18878.96641,2767.664401,2355.24452,4499.093183,1826.011274,75.09131904
6036,9,252,13,6961.007142,10063.4426,13947.05661,14938.71214,1818.625537,6757.339147,5575.685636,4088.290872,2692.81223,265.6860642,2470.276831,4923.664245,4486.708619,2257.649691,5518.578933,19129.96684,2804.46117,2386.558066,4558.909716,1850.288536,76.08967631
6037,9,252,14,6911.935487,10076.14053,14268.63588,14999.66628,1849.159873,6870.793434,5669.300212,4156.932407,2738.023975,270.1468767,2476.179649,5038.657179,4591.496388,2254.900089,5511.85783,19206.23582,2815.642234,2396.072998,4577.085565,1857.665424,76.3930371
6038,9,252,15,6848.204198,10063.16713,14458.84542,14927.59122,1861.159082,6915.378052,5706.088334,4183.906765,2755.791028,271.8998614,2446.565502,5049.686564,4601.546959,2235.859674,5465.315607,18895.69565,2770.116916,2357.331576,4503.079971,1827.62936,75.15785981
6039,9,252,16,6856.204177,10009.95404,14328.2376,14993.84482,1908.182841,7090.10093,5850.257484,4289.61671,2825.41842,278.7696415,2468.49656,5141.444932,4685.162136,2255.881384,5514.256499,18427.69881,2701.508381,2298.946652,4391.550484,1782.363772,73.29639665
6040,9,252,17,6854.796153,10148.02255,13905.3787,14928.90179,1916.014575,7119.200751,5874.268629,4307.222535,2837.014753,279.9137925,2475.825814,5158.697169,4700.883305,2240.151394,5475.806251,18297.33292,2682.396688,2282.682863,4360.482668,1769.754524,72.77786475
6041,9,252,18,6531.939786,9718.061547,13823.46703,14497.91976,1845.262576,6856.31252,5657.351571,4148.171238,2732.253304,269.577514,2376.071773,4974.743282,4533.254595,2134.415299,5217.345874,17332.83986,2541.0016,2162.357578,4130.631941,1676.466832,68.94158184
